user_id,username,username_uppercase,username_lowercase,username_numeric,username_special,username_length,username_se,screenname,screenname_uppercase,screenname_lowercase,screenname_numeric,screenname_special,screenname_length,screenname_se,screenname_emoji,screenname_hashtag,screenname_word,description,description_length,user_md_follower,user_md_following,user_md_follow_ratio,user_md_total_post,user_md_total_like,user_md_verified,user_md_protected
,,,,,,,,,,,,,,,,,,,0,49,287,0.17073170731707318,1,,,
,,,,,,,,,,,,,,,,,,,170,6200,1600,3.875,204,,,
,,,,,,,,,,,,,,,,,,,95,761,1500,0.5073333333333333,166,,,
,,,,,,,,,,,,,,,,,,,195,1400,5800,0.2413793103448276,304,,,
,,,,,,,,,,,,,,,,,,,98,4800,1900,2.526315789473684,2000,,,
,,,,,,,,,,,,,,,,,,,6,231,602,0.38372093023255816,25,,,
,,,,,,,,,,,,,,,,,,,0,246,342,0.7192982456140351,56,,,
,,,,,,,,,,,,,,,,,,,0,115,93,1.2365591397849462,62,,,
,,,,,,,,,,,,,,,,,,,65,49,13,3.769230769230769,4,,,
,,,,,,,,,,,,,,,,,,,173,235,7200,0.03263888888888889,6,,,
,,,,,,,,,,,,,,,,,,,156,135,202,0.6683168316831684,56,,,
,,,,,,,,,,,,,,,,,,,66,2800,742,3.7735849056603774,370,,,
,,,,,,,,,,,,,,,,,,,149,179,583,0.307032590051458,47,,,
,,,,,,,,,,,,,,,,,,,0,205,1400,0.14642857142857144,23,,,
,,,,,,,,,,,,,,,,,,,131,402,1000,0.402,549,,,
,,,,,,,,,,,,,,,,,,,34,375,2300,0.16304347826086957,165,,,
,,,,,,,,,,,,,,,,,,,0,114,629,0.18124006359300476,40,,,
,,,,,,,,,,,,,,,,,,,0,297,724,0.4102209944751381,8,,,
,,,,,,,,,,,,,,,,,,,151,249,648,0.38425925925925924,43,,,
,,,,,,,,,,,,,,,,,,,60,1500,1400,1.0714285714285714,12,,,
,,,,,,,,,,,,,,,,,,,0,450,1900,0.23684210526315788,17,,,
,,,,,,,,,,,,,,,,,,,0,1200,4300,0.27906976744186046,125,,,
,,,,,,,,,,,,,,,,,,,0,160,350,0.45714285714285713,2,,,
,,,,,,,,,,,,,,,,,,,152,1200,3500,0.34285714285714286,725,,,
,,,,,,,,,,,,,,,,,,,34,35,22,1.5909090909090908,3,,,
,,,,,,,,,,,,,,,,,,,0,179,1100,0.16272727272727272,0,,,
,,,,,,,,,,,,,,,,,,,142,387,1600,0.241875,14,,,
,,,,,,,,,,,,,,,,,,,0,259,145,1.7862068965517242,105,,,
,,,,,,,,,,,,,,,,,,,16,24,206,0.11650485436893204,5,,,
,,,,,,,,,,,,,,,,,,,0,379,958,0.395615866388309,26,,,
,,,,,,,,,,,,,,,,,,,132,215,293,0.7337883959044369,69,,,
,,,,,,,,,,,,,,,,,,,24,19,78,0.24358974358974358,3,,,
,,,,,,,,,,,,,,,,,,,49,1100,236,4.661016949152542,284,,,
,,,,,,,,,,,,,,,,,,,0,509,498,1.0220883534136547,158,,,
,,,,,,,,,,,,,,,,,,,82,1500,1100,1.3636363636363635,3,,,
,,,,,,,,,,,,,,,,,,,97,153,109,1.4036697247706422,26,,,
,,,,,,,,,,,,,,,,,,,18,117,475,0.2463157894736842,66,,,
,,,,,,,,,,,,,,,,,,,115,20200,7300,2.767123287671233,139,,,
,,,,,,,,,,,,,,,,,,,149,62,285,0.21754385964912282,19,,,
,,,,,,,,,,,,,,,,,,,0,72,441,0.16326530612244897,60,,,
,,,,,,,,,,,,,,,,,,,0,39,585,0.06666666666666667,2,,,
,,,,,,,,,,,,,,,,,,,189,280,1900,0.14736842105263157,115,,,
,,,,,,,,,,,,,,,,,,,28,1100,7500,0.14666666666666667,1100,,,
,,,,,,,,,,,,,,,,,,,0,145,775,0.1870967741935484,0,,,
,,,,,,,,,,,,,,,,,,,59,265,1100,0.2409090909090909,98,,,
,,,,,,,,,,,,,,,,,,,13,25,38,0.6578947368421053,36,,,
,,,,,,,,,,,,,,,,,,,0,122,259,0.47104247104247104,0,,,
,,,,,,,,,,,,,,,,,,,164,1800,1800,1.0,636,,,
,,,,,,,,,,,,,,,,,,,154,166,411,0.40389294403892945,224,,,
,,,,,,,,,,,,,,,,,,,146,152,73,2.0821917808219177,126,,,
,,,,,,,,,,,,,,,,,,,0,90,29,3.103448275862069,13,,,
,,,,,,,,,,,,,,,,,,,0,1700,3100,0.5483870967741935,7700,,,
,,,,,,,,,,,,,,,,,,,21,1400,524,2.6717557251908395,15,,,
,,,,,,,,,,,,,,,,,,,104,121100,7500,16.14666666666667,35,,,
,,,,,,,,,,,,,,,,,,,0,208,893,0.23292273236282196,30,,,
,,,,,,,,,,,,,,,,,,,52,321,1400,0.2292857142857143,32,,,
,,,,,,,,,,,,,,,,,,,30,466,433,1.0762124711316396,179,,,
,,,,,,,,,,,,,,,,,,,0,181,7400,0.02445945945945946,18,,,
,,,,,,,,,,,,,,,,,,,131,131700,1800,73.16666666666667,2400,,,
,,,,,,,,,,,,,,,,,,,116,337,7400,0.04554054054054054,62,,,
,,,,,,,,,,,,,,,,,,,168,3800,1600,2.375,141,,,
,,,,,,,,,,,,,,,,,,,48,436,2200,0.19818181818181818,11,,,
,,,,,,,,,,,,,,,,,,,50,834,807,1.033457249070632,59,,,
,,,,,,,,,,,,,,,,,,,61,1100,2800,0.39285714285714285,1200,,,
,,,,,,,,,,,,,,,,,,,191,469,1400,0.335,23,,,
,,,,,,,,,,,,,,,,,,,35,847,489,1.7321063394683027,1100,,,
,,,,,,,,,,,,,,,,,,,0,1300,7300,0.1780821917808219,0,,,
,,,,,,,,,,,,,,,,,,,100,1400,3000,0.4666666666666667,109,,,
,,,,,,,,,,,,,,,,,,,74,606,7300,0.08301369863013698,5,,,
,,,,,,,,,,,,,,,,,,,151,2300,5900,0.3898305084745763,151,,,
,,,,,,,,,,,,,,,,,,,0,86,348,0.2471264367816092,2,,,
,,,,,,,,,,,,,,,,,,,18,1000,7500,0.13333333333333333,18,,,
,,,,,,,,,,,,,,,,,,,33,161,3900,0.041282051282051285,34,,,
,,,,,,,,,,,,,,,,,,,33,70,293,0.23890784982935154,1,,,
,,,,,,,,,,,,,,,,,,,157,267,1400,0.19071428571428573,3,,,
,,,,,,,,,,,,,,,,,,,10,504,681,0.7400881057268722,52,,,
,,,,,,,,,,,,,,,,,,,0,61,6400,0.00953125,0,,,
,,,,,,,,,,,,,,,,,,,29,83,7300,0.01136986301369863,45,,,
,,,,,,,,,,,,,,,,,,,51,1200,1900,0.631578947368421,57,,,
,,,,,,,,,,,,,,,,,,,0,414,2700,0.15333333333333332,15,,,
,,,,,,,,,,,,,,,,,,,0,108,1700,0.06352941176470588,3,,,
,,,,,,,,,,,,,,,,,,,84,493,7400,0.06662162162162162,117,,,
,,,,,,,,,,,,,,,,,,,148,433,397,1.0906801007556675,155,,,
,,,,,,,,,,,,,,,,,,,182,37,7500,0.004933333333333333,2,,,
,,,,,,,,,,,,,,,,,,,95,421,396,1.0631313131313131,46,,,
,,,,,,,,,,,,,,,,,,,0,251,970,0.25876288659793817,23,,,
,,,,,,,,,,,,,,,,,,,162,2400,6700,0.3582089552238806,279,,,
,,,,,,,,,,,,,,,,,,,48,1100,617,1.7828200972447326,12,,,
,,,,,,,,,,,,,,,,,,,90,3000,141,21.27659574468085,411,,,
,,,,,,,,,,,,,,,,,,,121,659,1100,0.5990909090909091,193,,,
,,,,,,,,,,,,,,,,,,,27,85,251,0.3386454183266932,8,,,
,,,,,,,,,,,,,,,,,,,35,965,802,1.2032418952618453,2,,,
,,,,,,,,,,,,,,,,,,,74,1400,648,2.1604938271604937,102,,,
,,,,,,,,,,,,,,,,,,,0,660,7400,0.0891891891891892,25,,,
,,,,,,,,,,,,,,,,,,,27,2000,7500,0.26666666666666666,1200,,,
,,,,,,,,,,,,,,,,,,,23,528,2400,0.22,7,,,
,,,,,,,,,,,,,,,,,,,8,1000,985,1.015228426395939,614,,,
,,,,,,,,,,,,,,,,,,,0,88,48,1.8333333333333333,3,,,
,,,,,,,,,,,,,,,,,,,153,1400,3100,0.45161290322580644,648,,,
,,,,,,,,,,,,,,,,,,,59,1000,1600,0.625,800,,,
,,,,,,,,,,,,,,,,,,,0,50,194,0.25773195876288657,4,,,
,,,,,,,,,,,,,,,,,,,249,1300,6200,0.20967741935483872,550,,,
,,,,,,,,,,,,,,,,,,,0,109,155,0.7032258064516129,74,,,
,,,,,,,,,,,,,,,,,,,0,68,7000,0.009714285714285713,0,,,
,,,,,,,,,,,,,,,,,,,0,25,7300,0.003424657534246575,0,,,
,,,,,,,,,,,,,,,,,,,20,1600,1600,1.0,179,,,
,,,,,,,,,,,,,,,,,,,29,1300,980,1.3265306122448979,270,,,
,,,,,,,,,,,,,,,,,,,127,110,568,0.1936619718309859,17,,,
,,,,,,,,,,,,,,,,,,,72,59,2600,0.022692307692307692,0,,,
,,,,,,,,,,,,,,,,,,,0,319,711,0.44866385372714485,33,,,
,,,,,,,,,,,,,,,,,,,166,947,1200,0.7891666666666667,766,,,
,,,,,,,,,,,,,,,,,,,112,187,430,0.43488372093023253,15,,,
,,,,,,,,,,,,,,,,,,,111,3500,7300,0.4794520547945205,638,,,
,,,,,,,,,,,,,,,,,,,0,50,7200,0.006944444444444444,4,,,
,,,,,,,,,,,,,,,,,,,0,273,1500,0.182,71,,,
,,,,,,,,,,,,,,,,,,,38,412,384,1.0729166666666667,136,,,
,,,,,,,,,,,,,,,,,,,174,579,746,0.7761394101876675,40,,,
,,,,,,,,,,,,,,,,,,,55,652,1000,0.652,13,,,
,,,,,,,,,,,,,,,,,,,0,1100,7100,0.15492957746478872,33,,,
,,,,,,,,,,,,,,,,,,,25,59,386,0.15284974093264247,3,,,
,,,,,,,,,,,,,,,,,,,108,984,873,1.127147766323024,23,,,
,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0,,,
,,,,,,,,,,,,,,,,,,,98,264,1000,0.264,198,,,
,,,,,,,,,,,,,,,,,,,14,475,3400,0.13970588235294118,375,,,
,,,,,,,,,,,,,,,,,,,118,1200,7000,0.17142857142857143,456,,,
,,,,,,,,,,,,,,,,,,,0,47,4600,0.010217391304347826,0,,,
,,,,,,,,,,,,,,,,,,,177,330,974,0.33880903490759756,115,,,
,,,,,,,,,,,,,,,,,,,0,4,220,0.01818181818181818,0,,,
,,,,,,,,,,,,,,,,,,,32,281,134,2.0970149253731343,26,,,
,,,,,,,,,,,,,,,,,,,149,3500,1400,2.5,704,,,
,,,,,,,,,,,,,,,,,,,48,1500,7500,0.2,186,,,
,,,,,,,,,,,,,,,,,,,55,269,403,0.6674937965260546,35,,,
,,,,,,,,,,,,,,,,,,,28,1300,767,1.694915254237288,82,,,
,,,,,,,,,,,,,,,,,,,143,2000,6900,0.2898550724637681,1000,,,
,,,,,,,,,,,,,,,,,,,4,712,1500,0.4746666666666667,5,,,
,,,,,,,,,,,,,,,,,,,0,95,7300,0.013013698630136987,4,,,
,,,,,,,,,,,,,,,,,,,26,702,6600,0.10636363636363637,11,,,
,,,,,,,,,,,,,,,,,,,25,2400,2900,0.8275862068965517,19,,,
,,,,,,,,,,,,,,,,,,,0,291,7300,0.039863013698630136,1,,,
,,,,,,,,,,,,,,,,,,,0,77,62,1.2419354838709677,9,,,
,,,,,,,,,,,,,,,,,,,0,177,6900,0.025652173913043478,1,,,
,,,,,,,,,,,,,,,,,,,0,148,7100,0.020845070422535212,23,,,
,,,,,,,,,,,,,,,,,,,51,285,204,1.3970588235294117,4,,,
,,,,,,,,,,,,,,,,,,,4,317,568,0.5580985915492958,94,,,
,,,,,,,,,,,,,,,,,,,39,173,656,0.26371951219512196,7,,,
,,,,,,,,,,,,,,,,,,,0,22,260,0.08461538461538462,0,,,
,,,,,,,,,,,,,,,,,,,0,354,1600,0.22125,1,,,
,,,,,,,,,,,,,,,,,,,0,53,7400,0.007162162162162162,0,,,
,,,,,,,,,,,,,,,,,,,92,443,484,0.9152892561983471,602,,,
,,,,,,,,,,,,,,,,,,,0,1400,4100,0.34146341463414637,787,,,
,,,,,,,,,,,,,,,,,,,146,1100,2900,0.3793103448275862,62,,,
,,,,,,,,,,,,,,,,,,,116,3200,7500,0.4266666666666667,589,,,
,,,,,,,,,,,,,,,,,,,18,1100,598,1.839464882943144,0,,,
,,,,,,,,,,,,,,,,,,,25,1100,5400,0.2037037037037037,0,,,
,,,,,,,,,,,,,,,,,,,152,625,881,0.7094211123723042,41,,,
,,,,,,,,,,,,,,,,,,,123,45,35,1.2857142857142858,2,,,
,,,,,,,,,,,,,,,,,,,171,916,797,1.1493099121706398,20,,,
,,,,,,,,,,,,,,,,,,,126,899,533,1.6866791744840526,133,,,
,,,,,,,,,,,,,,,,,,,0,247,550,0.4490909090909091,260,,,
,,,,,,,,,,,,,,,,,,,0,102,570,0.17894736842105263,30,,,
,,,,,,,,,,,,,,,,,,,91,204,310,0.6580645161290323,2,,,
,,,,,,,,,,,,,,,,,,,165,96,220,0.43636363636363634,39,,,
,,,,,,,,,,,,,,,,,,,0,619,614,1.00814332247557,174,,,
,,,,,,,,,,,,,,,,,,,171,1300,1100,1.1818181818181819,391,,,
,,,,,,,,,,,,,,,,,,,0,673,1800,0.3738888888888889,21,,,
,,,,,,,,,,,,,,,,,,,0,83,581,0.14285714285714285,9,,,
,,,,,,,,,,,,,,,,,,,165,780,580,1.3448275862068966,523,,,
,,,,,,,,,,,,,,,,,,,145,1700,7500,0.22666666666666666,3700,,,
,,,,,,,,,,,,,,,,,,,0,77,6500,0.011846153846153847,6,,,
,,,,,,,,,,,,,,,,,,,0,68,277,0.24548736462093862,4,,,
,,,,,,,,,,,,,,,,,,,0,0,10,0.0,0,,,
,,,,,,,,,,,,,,,,,,,36,80,71,1.1267605633802817,137,,,
,,,,,,,,,,,,,,,,,,,98,1200,1700,0.7058823529411765,799,,,
,,,,,,,,,,,,,,,,,,,0,232,356,0.651685393258427,13,,,
,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0,,,
,,,,,,,,,,,,,,,,,,,0,417,869,0.4798619102416571,2,,,
,,,,,,,,,,,,,,,,,,,66,15,126,0.11904761904761904,5,,,
,,,,,,,,,,,,,,,,,,,55,644,3600,0.17888888888888888,272,,,
,,,,,,,,,,,,,,,,,,,0,2700,7100,0.38028169014084506,542,,,
,,,,,,,,,,,,,,,,,,,13,1700,1300,1.3076923076923077,94,,,
,,,,,,,,,,,,,,,,,,,49,556,586,0.9488054607508533,15,,,
,,,,,,,,,,,,,,,,,,,55,475,242,1.962809917355372,33,,,
,,,,,,,,,,,,,,,,,,,0,179,300,0.5966666666666667,39,,,
,,,,,,,,,,,,,,,,,,,0,964,7100,0.13577464788732393,39,,,
,,,,,,,,,,,,,,,,,,,145,523,498,1.0502008032128514,185,,,
,,,,,,,,,,,,,,,,,,,0,184,1300,0.14153846153846153,23,,,
,,,,,,,,,,,,,,,,,,,0,0,130,0.0,0,,,
,,,,,,,,,,,,,,,,,,,52,774,1400,0.5528571428571428,746,,,
,,,,,,,,,,,,,,,,,,,0,296,2000,0.148,3,,,
,,,,,,,,,,,,,,,,,,,3,187,492,0.3800813008130081,19,,,
,,,,,,,,,,,,,,,,,,,0,1200,2000,0.6,63,,,
,,,,,,,,,,,,,,,,,,,141,756,1000,0.756,112,,,
,,,,,,,,,,,,,,,,,,,151,840,678,1.238938053097345,306,,,
,,,,,,,,,,,,,,,,,,,34,410,2700,0.15185185185185185,160,,,
,,,,,,,,,,,,,,,,,,,0,335,1200,0.2791666666666667,42,,,
,,,,,,,,,,,,,,,,,,,23,454,1300,0.34923076923076923,121,,,
,,,,,,,,,,,,,,,,,,,0,1000,2400,0.4166666666666667,75,,,
,,,,,,,,,,,,,,,,,,,0,297,1000,0.297,89,,,
,,,,,,,,,,,,,,,,,,,168,503,94,5.351063829787234,130,,,
,,,,,,,,,,,,,,,,,,,155,3500,4400,0.7954545454545454,2300,,,
,,,,,,,,,,,,,,,,,,,0,87,123,0.7073170731707317,3,,,
,,,,,,,,,,,,,,,,,,,48,292,1400,0.20857142857142857,63,,,
,,,,,,,,,,,,,,,,,,,0,1500,4400,0.3409090909090909,268,,,
,,,,,,,,,,,,,,,,,,,27,1300,7200,0.18055555555555555,24,,,
,,,,,,,,,,,,,,,,,,,0,422,4000,0.1055,6,,,
,,,,,,,,,,,,,,,,,,,124,777,715,1.0867132867132867,21,,,
,,,,,,,,,,,,,,,,,,,0,632,1900,0.33263157894736844,56,,,
,,,,,,,,,,,,,,,,,,,87,9100,314,28.980891719745223,206,,,
,,,,,,,,,,,,,,,,,,,103,150,209,0.7177033492822966,21,,,
,,,,,,,,,,,,,,,,,,,22,658,637,1.032967032967033,14,,,
,,,,,,,,,,,,,,,,,,,150,401,2000,0.2005,27,,,
,,,,,,,,,,,,,,,,,,,0,176,575,0.3060869565217391,36,,,
,,,,,,,,,,,,,,,,,,,0,114,1300,0.0876923076923077,2,,,
,,,,,,,,,,,,,,,,,,,87,3200,6700,0.47761194029850745,9,,,
,,,,,,,,,,,,,,,,,,,0,30,303,0.09900990099009901,33,,,
,,,,,,,,,,,,,,,,,,,0,364,7000,0.052,27,,,
,,,,,,,,,,,,,,,,,,,201,416,957,0.4346917450365726,165,,,
,,,,,,,,,,,,,,,,,,,6,1400,1100,1.2727272727272727,16,,,
,,,,,,,,,,,,,,,,,,,0,284,637,0.44583987441130296,1,,,
,,,,,,,,,,,,,,,,,,,72,160,356,0.449438202247191,24,,,
,,,,,,,,,,,,,,,,,,,10,477,1600,0.298125,261,,,
,,,,,,,,,,,,,,,,,,,0,551,3400,0.16205882352941176,35,,,
,,,,,,,,,,,,,,,,,,,131,88,85,1.035294117647059,51,,,
,,,,,,,,,,,,,,,,,,,73,1200,5800,0.20689655172413793,41,,,
,,,,,,,,,,,,,,,,,,,15,373,5800,0.06431034482758621,33,,,
,,,,,,,,,,,,,,,,,,,0,89,7500,0.011866666666666666,0,,,
,,,,,,,,,,,,,,,,,,,132,147,40,3.675,34,,,
,,,,,,,,,,,,,,,,,,,0,249,870,0.28620689655172415,62,,,
,,,,,,,,,,,,,,,,,,,37,667,6200,0.10758064516129032,0,,,
,,,,,,,,,,,,,,,,,,,100,642,201,3.1940298507462686,200,,,
,,,,,,,,,,,,,,,,,,,56,2500,524,4.770992366412214,4300,,,
,,,,,,,,,,,,,,,,,,,0,108,7300,0.014794520547945205,3,,,
,,,,,,,,,,,,,,,,,,,67,479,451,1.0620842572062084,116,,,
,,,,,,,,,,,,,,,,,,,40,1500,2500,0.6,22,,,
,,,,,,,,,,,,,,,,,,,78,1800,1200,1.5,293,,,
,,,,,,,,,,,,,,,,,,,0,444,428,1.0373831775700935,15,,,
,,,,,,,,,,,,,,,,,,,43,1300,831,1.5643802647412757,248,,,
,,,,,,,,,,,,,,,,,,,155,1300,7500,0.17333333333333334,1000,,,
,,,,,,,,,,,,,,,,,,,141,89,36,2.4722222222222223,20,,,
,,,,,,,,,,,,,,,,,,,99,1300,6100,0.21311475409836064,550,,,
,,,,,,,,,,,,,,,,,,,40,269,612,0.4395424836601307,223,,,
,,,,,,,,,,,,,,,,,,,0,309,954,0.3238993710691824,1,,,
,,,,,,,,,,,,,,,,,,,0,52,68,0.7647058823529411,29,,,
,,,,,,,,,,,,,,,,,,,79,43,15,2.8666666666666667,1,,,
,,,,,,,,,,,,,,,,,,,155,1100,746,1.4745308310991958,33,,,
,,,,,,,,,,,,,,,,,,,174,295,764,0.38612565445026176,138,,,
,,,,,,,,,,,,,,,,,,,32,1100,886,1.2415349887133182,79,,,
,,,,,,,,,,,,,,,,,,,0,693,1000,0.693,605,,,
,,,,,,,,,,,,,,,,,,,135,13,114,0.11403508771929824,9,,,
,,,,,,,,,,,,,,,,,,,0,932,701,1.3295292439372326,981,,,
,,,,,,,,,,,,,,,,,,,0,26,7400,0.0035135135135135136,0,,,
,,,,,,,,,,,,,,,,,,,118,1300,5800,0.22413793103448276,18,,,
,,,,,,,,,,,,,,,,,,,0,126,7300,0.01726027397260274,0,,,
,,,,,,,,,,,,,,,,,,,0,538,1400,0.3842857142857143,7,,,
,,,,,,,,,,,,,,,,,,,95,324,764,0.42408376963350786,43,,,
,,,,,,,,,,,,,,,,,,,19,1100,3600,0.3055555555555556,322,,,
,,,,,,,,,,,,,,,,,,,56,124,496,0.25,8,,,
,,,,,,,,,,,,,,,,,,,76,613,1100,0.5572727272727273,76,,,
,,,,,,,,,,,,,,,,,,,0,441,938,0.4701492537313433,9,,,
,,,,,,,,,,,,,,,,,,,0,296,7200,0.04111111111111111,0,,,
,,,,,,,,,,,,,,,,,,,116,102,180,0.5666666666666667,9,,,
,,,,,,,,,,,,,,,,,,,141,42200,1100,38.36363636363637,24,,,
,,,,,,,,,,,,,,,,,,,160,964,975,0.9887179487179487,1400,,,
,,,,,,,,,,,,,,,,,,,27,97,66,1.4696969696969697,9,,,
,,,,,,,,,,,,,,,,,,,108,1600,2700,0.5925925925925926,1200,,,
,,,,,,,,,,,,,,,,,,,6,520,1500,0.3466666666666667,61,,,
,,,,,,,,,,,,,,,,,,,37,4000,1900,2.1052631578947367,28,,,
,,,,,,,,,,,,,,,,,,,78,3700,200,18.5,235,,,
,,,,,,,,,,,,,,,,,,,132,617,1500,0.41133333333333333,81,,,
,,,,,,,,,,,,,,,,,,,74,259,263,0.9847908745247148,15,,,
,,,,,,,,,,,,,,,,,,,0,342,7400,0.046216216216216216,9,,,
,,,,,,,,,,,,,,,,,,,155,659,4400,0.14977272727272728,33,,,
,,,,,,,,,,,,,,,,,,,79,1100,7500,0.14666666666666667,144,,,
,,,,,,,,,,,,,,,,,,,99,11700,504,23.214285714285715,50,,,
,,,,,,,,,,,,,,,,,,,140,702,369,1.9024390243902438,15,,,
,,,,,,,,,,,,,,,,,,,0,151,354,0.4265536723163842,2,,,
,,,,,,,,,,,,,,,,,,,8,2000,1500,1.3333333333333333,59,,,
,,,,,,,,,,,,,,,,,,,0,39,190,0.20526315789473684,1,,,
,,,,,,,,,,,,,,,,,,,65,1100,1900,0.5789473684210527,34,,,
,,,,,,,,,,,,,,,,,,,0,193,6900,0.02797101449275362,6,,,
,,,,,,,,,,,,,,,,,,,0,124,2900,0.04275862068965517,16,,,
,,,,,,,,,,,,,,,,,,,0,266,2000,0.133,1,,,
,,,,,,,,,,,,,,,,,,,83,702,1800,0.39,736,,,
,,,,,,,,,,,,,,,,,,,72,395,316,1.25,723,,,
,,,,,,,,,,,,,,,,,,,0,341,1100,0.31,0,,,
,,,,,,,,,,,,,,,,,,,57,1300,1100,1.1818181818181819,277,,,
,,,,,,,,,,,,,,,,,,,0,1,163,0.006134969325153374,0,,,
,,,,,,,,,,,,,,,,,,,0,217,664,0.32680722891566266,15,,,
,,,,,,,,,,,,,,,,,,,57,2200,860,2.558139534883721,112,,,
,,,,,,,,,,,,,,,,,,,98,1100,1700,0.6470588235294118,473,,,
,,,,,,,,,,,,,,,,,,,158,542,7300,0.07424657534246576,93,,,
,,,,,,,,,,,,,,,,,,,150,79,345,0.2289855072463768,16,,,
,,,,,,,,,,,,,,,,,,,114,677,696,0.9727011494252874,376,,,
,,,,,,,,,,,,,,,,,,,0,234,7500,0.0312,26,,,
,,,,,,,,,,,,,,,,,,,0,437,1300,0.33615384615384614,532,,,
,,,,,,,,,,,,,,,,,,,127,1500,748,2.0053475935828877,5,,,
,,,,,,,,,,,,,,,,,,,136,1900,7500,0.25333333333333335,688,,,
,,,,,,,,,,,,,,,,,,,45,2800,5500,0.509090909090909,127,,,
,,,,,,,,,,,,,,,,,,,0,41,296,0.13851351351351351,0,,,
,,,,,,,,,,,,,,,,,,,30,187,5100,0.03666666666666667,29,,,
,,,,,,,,,,,,,,,,,,,0,138,229,0.6026200873362445,21,,,
,,,,,,,,,,,,,,,,,,,0,270,826,0.3268765133171913,1,,,
,,,,,,,,,,,,,,,,,,,0,257,7100,0.03619718309859155,2,,,
,,,,,,,,,,,,,,,,,,,24,246,525,0.4685714285714286,20,,,
,,,,,,,,,,,,,,,,,,,57,1400,352,3.977272727272727,26,,,
,,,,,,,,,,,,,,,,,,,0,111,924,0.12012987012987013,10,,,
,,,,,,,,,,,,,,,,,,,0,747,7300,0.10232876712328767,4,,,
,,,,,,,,,,,,,,,,,,,14,58,1900,0.030526315789473683,3,,,
,,,,,,,,,,,,,,,,,,,125,767,369,2.078590785907859,6,,,
,,,,,,,,,,,,,,,,,,,0,11,91,0.12087912087912088,7,,,
,,,,,,,,,,,,,,,,,,,0,124,7400,0.016756756756756756,0,,,
,,,,,,,,,,,,,,,,,,,74,300,819,0.3663003663003663,515,,,
,,,,,,,,,,,,,,,,,,,0,59,7300,0.008082191780821918,3,,,
,,,,,,,,,,,,,,,,,,,0,62,203,0.3054187192118227,10,,,
,,,,,,,,,,,,,,,,,,,127,302,6500,0.046461538461538464,19,,,
,,,,,,,,,,,,,,,,,,,0,64,390,0.1641025641025641,157,,,
,,,,,,,,,,,,,,,,,,,2,49,61,0.8032786885245902,3,,,
,,,,,,,,,,,,,,,,,,,0,312,7500,0.0416,2,,,
,,,,,,,,,,,,,,,,,,,68,312,617,0.5056726094003241,17,,,
,,,,,,,,,,,,,,,,,,,161,105,670,0.15671641791044777,18,,,
,,,,,,,,,,,,,,,,,,,0,383,7200,0.05319444444444445,19,,,
,,,,,,,,,,,,,,,,,,,117,576,1300,0.4430769230769231,51,,,
,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0,,,
,,,,,,,,,,,,,,,,,,,104,611,3200,0.1909375,26,,,
,,,,,,,,,,,,,,,,,,,11,444,7500,0.0592,20,,,
,,,,,,,,,,,,,,,,,,,0,1300,1800,0.7222222222222222,425,,,
,,,,,,,,,,,,,,,,,,,125,139,457,0.3041575492341357,12,,,
,,,,,,,,,,,,,,,,,,,72,826,1100,0.7509090909090909,130,,,
,,,,,,,,,,,,,,,,,,,0,263,2400,0.10958333333333334,7,,,
,,,,,,,,,,,,,,,,,,,44,42,19,2.210526315789474,29,,,
,,,,,,,,,,,,,,,,,,,0,513,1700,0.30176470588235293,220,,,
,,,,,,,,,,,,,,,,,,,58,179,898,0.19933184855233854,41,,,
,,,,,,,,,,,,,,,,,,,129,1000,2800,0.35714285714285715,126,,,
,,,,,,,,,,,,,,,,,,,25,174,206,0.8446601941747572,2,,,
,,,,,,,,,,,,,,,,,,,0,58,7400,0.007837837837837838,2,,,
,,,,,,,,,,,,,,,,,,,147,528,711,0.7426160337552743,162,,,
,,,,,,,,,,,,,,,,,,,0,82,6800,0.012058823529411764,1,,,
,,,,,,,,,,,,,,,,,,,69,133,480,0.27708333333333335,28,,,
,,,,,,,,,,,,,,,,,,,157,267,1000,0.267,61,,,
,,,,,,,,,,,,,,,,,,,124,961,2100,0.4576190476190476,618,,,
,,,,,,,,,,,,,,,,,,,37,960,937,1.024546424759872,33,,,
,,,,,,,,,,,,,,,,,,,88,809,1800,0.4494444444444444,1800,,,
,,,,,,,,,,,,,,,,,,,13,479,531,0.9020715630885122,299,,,
,,,,,,,,,,,,,,,,,,,11,896,1300,0.6892307692307692,49,,,
,,,,,,,,,,,,,,,,,,,0,137,7300,0.018767123287671234,9,,,
,,,,,,,,,,,,,,,,,,,70,254,214,1.1869158878504673,224,,,
,,,,,,,,,,,,,,,,,,,22,30000,4500,6.666666666666667,19,,,
,,,,,,,,,,,,,,,,,,,0,73,831,0.08784596871239471,30,,,
,,,,,,,,,,,,,,,,,,,0,215,7300,0.02945205479452055,1,,,
,,,,,,,,,,,,,,,,,,,74,59,7400,0.007972972972972973,4,,,
,,,,,,,,,,,,,,,,,,,38,682,696,0.9798850574712644,8,,,
,,,,,,,,,,,,,,,,,,,23,294,835,0.3520958083832335,28,,,
,,,,,,,,,,,,,,,,,,,0,352,796,0.44221105527638194,27,,,
